job_role,industry,automation_risk_pct,risk_level,automation_exposure_pct,task_repetition_pct,creativity_requirement_pct,physical_labor_pct,analytical_complexity_pct,social_interaction_pct,avg_salary_usd,experience_required_years,education_level,job_demand_index,job_growth_rate,skill_complexity_score,training_hours_needed,ai_dependency_current,ai_dependency_future,ai_tool_availability
UX Designer,Marketing,14.03,Low,38.31,71.95,40.62,29.65,13.34,81.5,54226,10,Bachelor,0.099,0.1349,0.1121,368,0.942,0.2431,ChatGPT
Electrician,Energy,10.44,Low,53.39,44.21,60.62,83.39,32.58,52.16,78380,12,Master,0.344,-0.0121,0.0955,70,0.4466,0.6771,Midjourney
Customer Support,Manufacturing,79.84,High,29.52,65.52,43.88,16.58,6.45,59.95,37848,10,Master,0.5903,0.0899,0.4086,468,0.5366,0.0807,Gemini
HR Specialist,Education,66.66,Medium,34.83,34.03,93.41,5.31,65.13,70.09,44274,7,Master,0.3733,-0.0213,0.2927,315,0.8098,0.1266,Copilot
Sales Manager,Legal,52.23,Medium,49.5,32.26,53.47,19.16,97.09,90.8,84545,9,Bachelor,0.4876,0.101,0.133,63,0.2776,0.9705,Copilot
Doctor,Education,77.39,High,50.64,42.44,69.37,26.77,82.7,9.18,126494,7,Bachelor,0.3259,0.09,0.6112,307,0.4917,0.2817,Claude
Graphic Designer,Energy,84.99,High,46.75,14.56,89.65,28.23,97.46,33.09,145981,3,High School,0.7121,0.0914,0.6835,196,0.111,0.0331,None
Electrician,Education,94.95,High,78.24,83.11,14.69,67.05,84.56,70.9,46304,7,Bachelor,0.364,0.1494,0.698,273,0.7019,0.4746,Midjourney
Sales Manager,Energy,20.13,Low,47.39,34.87,22.97,21.78,85.52,95.84,41294,8,Bachelor,0.4299,-0.0649,0.1753,407,0.7929,0.8673,Claude
Business Analyst,Legal,44.17,Medium,55.13,40.01,10.73,67.67,57.72,98.08,56425,6,Master,0.5759,-0.0028,0.3058,247,0.0669,0.3333,AutoGPT
Accountant,Energy,92.3,High,50.11,89.41,13.96,9.11,51.83,63.81,140777,13,Master,0.9692,0.0577,0.1991,278,0.8824,0.4193,Midjourney
Marketing Specialist,Legal,46.13,Medium,35.0,49.66,51.26,14.72,40.63,19.36,170497,11,Bachelor,0.6418,0.0476,0.6013,208,0.3745,0.1568,None
UX Designer,Finance,48.77,Medium,62.37,54.43,32.12,50.88,81.81,11.92,121549,1,High School,0.0969,0.0952,0.5671,344,0.9222,0.3461,Midjourney
Consultant,Finance,94.24,High,68.68,95.65,42.32,92.19,18.21,94.6,123464,8,Master,0.3189,-0.0883,0.5033,367,0.9002,0.9654,None
Graphic Designer,Energy,73.47,High,60.08,88.67,98.25,85.96,5.62,43.39,136748,10,High School,0.4197,0.0763,0.2961,437,0.7909,0.8772,None
Accountant,Finance,55.2,Medium,69.54,16.95,15.67,96.88,94.79,19.48,98295,7,Bachelor,0.7402,0.0844,0.2371,308,0.8301,0.7399,ChatGPT
Business Analyst,Manufacturing,35.73,Medium,37.58,47.32,54.08,65.05,0.38,93.39,46091,12,High School,0.4469,-0.0847,0.8904,257,0.2894,0.7862,Midjourney
Customer Support,Manufacturing,91.53,High,87.46,97.13,9.89,67.58,97.68,10.45,149943,4,Bachelor,0.6591,0.0347,0.0489,265,0.3673,0.6693,Claude
HR Specialist,Finance,0.89,Low,57.54,37.24,31.85,62.5,72.89,72.96,161074,14,PhD,0.8395,-0.0388,0.6564,411,0.2401,0.118,AutoGPT
Lawyer,Finance,32.1,Medium,44.1,37.16,52.75,62.28,32.85,62.53,80411,11,High School,0.1043,0.1004,0.0196,429,0.3545,0.1174,None
UX Designer,Construction,94.61,High,34.67,19.5,94.66,14.71,69.78,8.77,125696,2,Bachelor,0.7657,-0.0876,0.1938,168,0.5619,0.5372,Midjourney
Accountant,Construction,49.82,Medium,49.2,11.43,39.12,54.37,81.79,33.87,176320,6,Bachelor,0.7456,-0.0635,0.2895,397,0.864,0.5955,Midjourney
Software Engineer,Legal,62.39,Medium,45.72,74.03,6.49,38.61,24.54,14.99,101309,13,Master,0.8197,-0.0739,0.8865,342,0.5472,0.9718,Copilot
Mechanic,Energy,53.26,Medium,66.12,77.0,38.82,44.25,77.09,60.45,176109,13,Master,0.9561,-0.0837,0.1377,304,0.6967,0.4512,Copilot
Civil Engineer,Retail,39.74,Medium,76.57,96.9,14.57,52.36,80.44,47.71,97421,14,High School,0.3096,0.05,0.9378,103,0.1358,0.9175,AutoGPT
Civil Engineer,Retail,66.53,Medium,38.37,77.34,23.0,12.84,24.94,0.43,70612,1,High School,0.429,0.1171,0.8155,192,0.9396,0.9903,None
Consultant,Finance,76.65,High,21.49,24.34,61.81,35.95,4.19,97.57,43450,12,Bachelor,0.2627,0.0277,0.679,28,0.5832,0.8445,Copilot
Business Analyst,Education,36.44,Medium,10.26,4.01,6.74,6.34,20.41,34.96,39491,2,Bachelor,0.3271,-0.0474,0.4117,205,0.7758,0.399,Gemini
Civil Engineer,Finance,59.05,Medium,72.19,98.54,46.47,97.97,20.06,25.82,147026,11,Bachelor,0.3298,-0.0141,0.9053,74,0.9986,0.7534,Copilot
Marketing Specialist,Construction,8.28,Low,17.47,34.05,60.95,11.85,6.52,22.24,104804,8,High School,0.8698,-0.0099,0.528,305,0.8597,0.5455,Gemini
Teacher,Legal,54.76,Medium,43.22,31.2,42.19,25.85,72.6,15.88,123293,3,High School,0.0629,0.0129,0.3712,361,0.5044,0.1988,AutoGPT
Sales Manager,Finance,74.77,High,72.57,90.6,1.91,89.13,38.0,99.91,149498,3,Bachelor,0.2027,0.0051,0.5856,213,0.868,0.1297,Gemini
Accountant,Marketing,58.52,Medium,65.07,58.51,98.55,48.27,88.44,29.51,167863,2,High School,0.6106,0.0678,0.2323,85,0.6589,0.0701,AutoGPT
Civil Engineer,Education,87.84,High,20.09,21.49,36.71,13.56,25.22,40.55,135475,4,Master,0.7652,-0.015,0.2729,221,0.73,0.3264,Claude
Lawyer,Marketing,28.62,Low,57.55,88.91,77.86,38.42,45.32,87.14,58314,2,High School,0.6974,0.0657,0.9193,468,0.6373,0.6888,Copilot
Marketing Specialist,Legal,49.18,Medium,58.27,99.34,32.56,11.59,63.9,64.19,81883,8,High School,0.0466,0.0367,0.7939,254,0.2876,0.9139,Midjourney
Accountant,Legal,8.75,Low,38.81,8.67,47.5,20.02,87.75,36.87,117086,14,PhD,0.4538,-0.0879,0.5135,382,0.3345,0.3204,None
Consultant,Manufacturing,70.0,High,47.96,86.23,38.85,5.2,52.46,89.83,131291,2,Bachelor,0.1845,0.1299,0.4166,122,0.5583,0.531,ChatGPT
Data Analyst,Healthcare,44.29,Medium,40.08,39.05,34.25,43.82,37.35,74.97,39967,1,Master,0.9881,-0.0555,0.8076,39,0.8741,0.4688,None
Mechanic,Marketing,53.04,Medium,73.26,52.41,2.19,80.66,86.7,22.79,73220,11,High School,0.9989,0.0129,0.5706,256,0.4525,0.1088,Midjourney
UX Designer,Manufacturing,12.84,Low,60.37,91.48,36.0,58.6,31.02,64.37,166019,4,Bachelor,0.0509,0.1369,0.415,488,0.5406,0.7603,Copilot
Consultant,Construction,99.74,High,55.3,97.34,88.95,60.63,7.94,92.24,86131,5,Master,0.6677,-0.0382,0.5154,421,0.3691,0.5194,Midjourney
Product Manager,Tech,77.19,High,30.26,26.22,69.04,20.06,44.5,49.65,58876,0,Bachelor,0.8131,-0.0945,0.2327,245,0.0181,0.9173,Copilot
Plumber,Education,40.06,Medium,44.73,21.29,14.54,34.39,78.51,73.36,131448,13,Master,0.3248,0.0225,0.202,186,0.6435,0.8354,None
Marketing Specialist,Tech,57.0,Medium,31.88,8.05,59.12,84.52,3.08,97.11,79228,11,Bachelor,0.6936,-0.044,0.9891,102,0.5659,0.2783,Copilot
Data Analyst,Energy,61.87,Medium,41.18,56.18,89.22,8.79,58.59,69.04,104495,10,Bachelor,0.1877,0.0455,0.9696,178,0.9783,0.3126,Midjourney
Consultant,Construction,96.08,High,48.87,1.36,70.0,85.79,59.45,10.24,58261,5,Bachelor,0.128,0.1043,0.4208,95,0.508,0.537,Gemini
Sales Manager,Construction,76.84,High,60.8,41.19,14.87,48.37,92.85,24.46,136601,9,Bachelor,0.9253,0.0278,0.5153,118,0.5349,0.1251,Claude
Accountant,Tech,34.97,Medium,39.9,7.34,86.78,83.71,28.65,59.51,91260,2,High School,0.6425,0.0613,0.8272,314,0.2823,0.2511,Claude
UX Designer,Marketing,97.77,High,33.4,40.52,30.15,31.8,27.88,27.56,164418,3,Bachelor,0.8169,0.0665,0.7258,166,0.0996,0.8211,Claude
Lawyer,Healthcare,30.18,Medium,27.31,3.99,45.41,33.88,44.05,95.75,86176,5,Bachelor,0.5327,0.1051,0.0995,138,0.7076,0.153,Claude
Product Manager,Marketing,57.69,Medium,64.79,83.52,52.61,75.16,35.69,40.54,82300,7,Bachelor,0.1547,0.072,0.3746,478,0.8084,0.5462,ChatGPT
Product Manager,Tech,70.07,High,57.7,20.97,85.05,78.5,73.63,45.72,172412,14,Master,0.3767,0.144,0.2502,296,0.8697,0.394,AutoGPT
Sales Manager,Energy,27.11,Low,39.99,32.83,93.16,22.96,64.18,70.16,63012,8,Bachelor,0.8817,0.0141,0.9926,292,0.4043,0.2009,Copilot
Product Manager,Marketing,95.64,High,86.73,87.0,92.97,97.29,75.89,52.42,132153,5,Master,0.0156,-0.0874,0.7487,300,0.7036,0.9698,ChatGPT
Business Analyst,Retail,21.61,Low,55.03,74.63,0.8,8.45,82.0,38.21,103273,6,Bachelor,0.2072,-0.0015,0.0478,17,0.2627,0.8251,Claude
Plumber,Marketing,44.18,Medium,40.35,21.9,92.19,6.85,92.3,7.66,142328,14,Bachelor,0.2533,0.11,0.9,49,0.2528,0.2667,Claude
Graphic Designer,Legal,17.99,Low,36.61,7.19,5.44,59.55,43.09,59.64,140304,13,Master,0.263,-0.0667,0.928,451,0.9957,0.7853,None
Nurse,Manufacturing,87.5,High,80.77,71.57,26.58,72.27,98.47,86.76,136637,4,Bachelor,0.0986,0.084,0.3333,209,0.8494,0.0064,Midjourney
Lawyer,Education,22.16,Low,52.24,39.07,51.5,96.09,21.57,68.58,178348,13,Bachelor,0.8482,0.0339,0.642,143,0.2562,0.2776,Claude
HR Specialist,Marketing,3.47,Low,62.85,76.61,47.99,40.49,71.44,38.15,84639,11,High School,0.1595,0.1252,0.682,152,0.4334,0.108,Copilot
UX Designer,Healthcare,3.89,Low,33.49,44.53,60.47,2.53,53.4,12.77,151939,14,Bachelor,0.8297,0.0828,0.7295,286,0.565,0.4241,None
Electrician,Healthcare,41.38,Medium,58.86,34.6,47.94,60.29,81.69,81.63,37310,8,Bachelor,0.3551,0.0651,0.6935,430,0.013,0.6379,Claude
Mechanic,Marketing,52.28,Medium,40.59,45.12,93.44,28.97,47.68,94.17,132944,3,PhD,0.4573,0.1217,0.5597,207,0.9593,0.1713,Claude
Customer Support,Finance,4.16,Low,65.51,74.86,24.05,43.29,78.39,38.83,171463,9,Bachelor,0.4629,0.1271,0.9538,319,0.1088,0.2391,ChatGPT
Marketing Specialist,Construction,9.29,Low,77.36,90.22,27.4,48.85,93.02,72.86,152013,10,Master,0.7131,-0.0038,0.5124,422,0.8172,0.3927,Copilot
Plumber,Marketing,9.75,Low,28.22,4.98,92.07,6.45,73.23,41.08,171964,5,Bachelor,0.7313,0.132,0.1109,451,0.9759,0.6308,Gemini
Consultant,Construction,66.85,Medium,59.54,52.41,7.67,48.6,77.61,50.23,106733,4,Bachelor,0.6407,-0.0863,0.0804,354,0.7042,0.3107,Midjourney
Marketing Specialist,Retail,29.98,Low,17.54,3.28,60.96,42.63,6.72,83.65,139264,0,Bachelor,0.7738,0.0906,0.0184,480,0.9667,0.6015,Gemini
Sales Manager,Tech,56.26,Medium,46.2,46.84,68.17,71.25,20.5,8.34,109071,4,Master,0.0083,-0.0159,0.4279,239,0.0197,0.3493,AutoGPT
Consultant,Retail,7.37,Low,83.51,88.53,50.55,64.57,97.43,53.03,152611,12,Master,0.5048,0.0218,0.2732,100,0.3545,0.2579,ChatGPT
Marketing Specialist,Marketing,89.21,High,41.33,36.16,69.42,18.52,69.32,21.46,100658,4,High School,0.524,0.1089,0.8952,115,0.4765,0.855,Claude
Civil Engineer,Healthcare,30.44,Medium,56.67,93.25,17.28,20.61,56.14,33.98,39852,13,Bachelor,0.2393,0.0593,0.8671,96,0.7829,0.383,Midjourney
Civil Engineer,Finance,77.82,High,41.62,63.06,85.26,25.1,36.7,64.44,35387,8,Bachelor,0.5564,0.0144,0.8378,284,0.6545,0.9184,AutoGPT
Electrician,Energy,82.67,High,38.58,93.42,14.0,17.9,4.44,2.72,157571,0,High School,0.4672,-0.059,0.8673,101,0.736,0.3056,AutoGPT
Customer Support,Construction,98.79,High,59.45,75.72,40.08,65.72,36.91,59.38,127295,14,Bachelor,0.4721,0.1348,0.2976,265,0.1447,0.5429,Copilot
Business Analyst,Manufacturing,74.1,High,53.23,10.34,7.53,99.44,49.89,28.34,160381,4,Master,0.1185,-0.0169,0.4261,43,0.8448,0.0536,Midjourney
Civil Engineer,Construction,44.28,Medium,36.49,23.12,54.52,65.21,21.15,66.95,69994,14,Bachelor,0.4353,-0.0747,0.3117,67,0.8222,0.6803,AutoGPT
HR Specialist,Legal,15.26,Low,39.13,39.42,66.97,60.67,17.31,14.16,146912,6,Master,0.7664,0.041,0.0861,208,0.7689,0.7955,ChatGPT
HR Specialist,Education,4.79,Low,36.28,17.01,94.12,40.99,50.84,73.58,161632,10,Bachelor,0.41,0.0016,0.924,252,0.8179,0.9714,Claude
UX Designer,Marketing,88.63,High,46.45,49.49,73.93,31.26,58.59,64.56,154210,5,Bachelor,0.4875,0.0476,0.6159,406,0.2136,0.8366,ChatGPT
Consultant,Retail,44.67,Medium,54.08,47.14,54.11,91.11,23.99,97.12,86565,5,High School,0.9675,-0.0416,0.1326,269,0.1403,0.3125,None
Electrician,Manufacturing,75.0,High,83.76,95.63,93.26,96.9,58.74,91.12,31312,11,Master,0.8718,-0.0053,0.2061,404,0.8951,0.5566,AutoGPT
HR Specialist,Healthcare,49.63,Medium,61.03,43.37,47.84,49.68,90.03,28.33,179277,6,Master,0.9287,0.1431,0.4508,187,0.957,0.5919,Copilot
Accountant,Healthcare,87.97,High,51.63,78.56,56.12,29.02,47.32,2.73,155882,5,Bachelor,0.0777,0.1341,0.0519,30,0.4243,0.0568,Gemini
Sales Manager,Healthcare,74.97,High,85.65,94.19,59.61,77.01,85.74,65.54,172667,4,High School,0.6186,0.1161,0.272,69,0.447,0.0727,Claude
Accountant,Energy,8.55,Low,64.56,87.7,41.0,13.25,92.73,60.29,117566,9,High School,0.2234,0.0948,0.7034,414,0.741,0.3258,Claude
Graphic Designer,Legal,75.21,High,35.55,20.87,83.85,76.56,9.24,2.74,51329,4,High School,0.4042,-0.0609,0.9204,180,0.495,0.7444,ChatGPT
Graphic Designer,Healthcare,26.68,Low,47.03,49.6,18.52,81.89,9.58,12.27,98187,8,Bachelor,0.6798,0.0167,0.9287,54,0.3136,0.2855,ChatGPT
Mechanic,Healthcare,77.31,High,31.62,34.77,55.48,12.49,47.6,58.47,105542,13,Master,0.5789,0.082,0.52,51,0.1901,0.8741,ChatGPT
Customer Support,Marketing,94.85,High,65.49,39.99,72.22,97.69,58.81,91.18,138237,7,High School,0.5057,-0.0346,0.3122,419,0.0227,0.645,AutoGPT
Data Analyst,Legal,93.01,High,59.07,36.08,90.4,98.55,42.59,90.65,144476,13,Master,0.8144,-0.0917,0.9207,424,0.5877,0.4681,Claude
Accountant,Finance,12.5,Low,69.65,82.64,88.39,93.67,32.65,15.15,65645,11,Bachelor,0.6826,0.0045,0.7866,186,0.1422,0.5406,ChatGPT
Sales Manager,Finance,5.47,Low,52.97,45.21,50.87,49.6,64.1,38.46,117502,14,Bachelor,0.821,0.0063,0.5871,392,0.8584,0.3314,None
Nurse,Legal,77.7,High,25.73,52.37,64.32,24.61,0.21,4.32,117310,9,PhD,0.9319,-0.0837,0.8346,205,0.9829,0.9739,Midjourney
Business Analyst,Education,71.0,High,84.42,98.24,39.42,58.2,96.81,46.93,99619,13,High School,0.712,-0.0198,0.4588,12,0.4577,0.176,AutoGPT
Teacher,Energy,17.62,Low,23.73,6.0,46.82,41.99,23.21,75.31,63513,3,Master,0.3954,0.1293,0.1122,304,0.1156,0.8604,AutoGPT
UX Designer,Manufacturing,68.46,Medium,53.7,48.8,90.63,20.59,91.71,79.0,38749,3,High School,0.2128,-0.0374,0.9382,57,0.583,0.6782,Midjourney
Accountant,Construction,1.55,Low,43.56,77.41,93.07,42.37,10.9,49.9,90645,9,Bachelor,0.2709,0.0423,0.534,158,0.5739,0.7116,Midjourney
Teacher,Marketing,63.12,Medium,35.1,15.12,89.54,66.39,23.81,9.59,83175,4,Master,0.3966,0.022,0.6953,239,0.1334,0.8358,AutoGPT
Electrician,Tech,83.23,High,30.58,61.15,13.84,7.09,23.49,38.14,178395,12,Master,0.7401,0.1155,0.3923,27,0.6469,0.1362,Claude
Graphic Designer,Finance,64.18,Medium,52.3,23.95,85.01,33.34,99.62,93.21,80762,12,Bachelor,0.0402,0.0634,0.1357,490,0.3161,0.6952,ChatGPT
Customer Support,Legal,6.54,Low,29.66,86.74,94.84,1.78,0.46,22.96,94222,2,Bachelor,0.8143,-0.0604,0.2719,252,0.8455,0.7763,None
Business Analyst,Manufacturing,99.1,High,57.21,32.71,36.12,74.95,63.96,31.98,42213,14,Master,0.7581,-0.0643,0.0437,115,0.5879,0.9846,Copilot
Electrician,Legal,35.61,Medium,61.31,32.91,51.86,64.07,86.97,74.68,127367,7,Master,0.4994,0.0394,0.0876,172,0.433,0.7476,ChatGPT
Lawyer,Construction,38.05,Medium,44.44,59.82,77.91,6.27,67.23,73.36,137157,6,High School,0.3997,-0.0884,0.2049,41,0.9633,0.9518,Claude
Lawyer,Manufacturing,8.48,Low,50.37,18.36,56.21,96.47,36.27,91.22,62583,4,Master,0.1127,-0.0016,0.561,131,0.4912,0.8497,Midjourney
Electrician,Finance,16.71,Low,42.19,28.49,99.35,2.26,95.83,38.81,158792,9,Bachelor,0.2897,-0.0002,0.9929,448,0.8873,0.8757,Claude
Marketing Specialist,Healthcare,27.12,Low,63.34,41.66,45.57,59.0,89.35,51.46,109944,2,Bachelor,0.1096,-0.0509,0.8437,404,0.2643,0.9169,ChatGPT
Sales Manager,Legal,79.92,High,52.13,35.36,71.39,77.64,43.4,46.74,52369,14,Bachelor,0.8189,-0.0247,0.0859,112,0.4418,0.5312,None
Teacher,Tech,69.17,Medium,62.87,52.49,79.26,78.79,57.33,92.78,145844,4,Bachelor,0.5093,-0.0175,0.8423,195,0.0839,0.711,Claude
Nurse,Finance,58.36,Medium,53.38,59.96,49.41,3.43,96.75,76.93,49510,2,Master,0.2468,-0.0971,0.5363,232,0.4228,0.124,Copilot
Marketing Specialist,Retail,86.39,High,81.85,56.67,85.7,90.64,98.26,83.14,42120,9,Bachelor,0.0181,0.1015,0.6603,359,0.8945,0.3564,Claude
Accountant,Tech,99.78,High,67.41,65.42,54.62,91.85,44.98,13.31,129847,4,PhD,0.5239,0.1394,0.1298,431,0.8295,0.8794,Gemini
Plumber,Education,38.48,Medium,57.22,30.77,41.17,56.14,84.74,79.18,128575,0,High School,0.7521,-0.0277,0.3954,55,0.9757,0.9777,Claude
UX Designer,Energy,39.12,Medium,30.35,12.64,10.78,48.21,30.2,43.3,159269,5,Master,0.7665,-0.072,0.8841,135,0.7497,0.1117,ChatGPT
Mechanic,Finance,73.61,High,39.25,76.08,39.34,4.49,37.18,2.33,35295,9,Master,0.2144,0.1384,0.4254,390,0.2715,0.5861,Gemini
Plumber,Healthcare,64.43,Medium,52.59,85.08,73.39,56.2,16.48,6.01,50460,3,Bachelor,0.9951,0.0851,0.1271,157,0.1608,0.7346,Midjourney
Accountant,Finance,1.34,Low,29.19,25.7,92.13,40.94,20.92,67.79,44963,3,Bachelor,0.5688,0.1228,0.3111,369,0.1795,0.5161,ChatGPT
Mechanic,Construction,65.54,Medium,61.23,40.71,25.17,77.28,65.69,37.2,107116,7,Bachelor,0.332,-0.0098,0.2215,35,0.6614,0.233,AutoGPT
Data Analyst,Manufacturing,71.96,High,47.11,49.86,35.52,40.39,51.08,86.81,57328,1,Master,0.3928,0.021,0.6869,148,0.3822,0.0417,Copilot
Graphic Designer,Legal,98.59,High,48.27,53.33,15.4,68.36,23.11,73.43,114629,3,Master,0.1244,0.1326,0.911,203,0.414,0.9515,Claude
Sales Manager,Manufacturing,58.68,Medium,38.79,65.95,69.07,10.14,40.29,2.17,154034,14,High School,0.4934,0.0149,0.7335,368,0.8606,0.2368,Claude
Product Manager,Manufacturing,68.44,Medium,18.26,4.16,96.02,13.3,37.32,68.69,51605,1,Master,0.7533,0.068,0.8436,474,0.7267,0.2991,ChatGPT
Mechanic,Finance,78.87,High,61.62,72.15,64.1,13.97,98.74,19.24,140901,0,Bachelor,0.4094,0.0762,0.8058,225,0.2093,0.6428,Claude
Plumber,Construction,9.6,Low,32.04,6.2,61.71,4.55,85.36,42.26,138241,9,Bachelor,0.8669,0.1093,0.0146,359,0.1711,0.4286,Claude
UX Designer,Legal,73.47,High,46.59,46.83,55.35,54.13,38.8,62.47,77598,12,Master,0.4768,0.1438,0.1244,46,0.8219,0.4235,Midjourney
Product Manager,Legal,54.69,Medium,84.52,82.77,8.85,79.4,91.39,87.27,102258,12,Bachelor,0.9006,-0.0163,0.4234,399,0.9536,0.0826,Claude
Lawyer,Manufacturing,10.01,Low,46.81,45.12,72.95,61.04,34.26,45.61,70969,2,Master,0.7032,-0.0381,0.1121,447,0.1851,0.9919,Claude
Graphic Designer,Education,66.99,Medium,46.4,14.91,60.2,57.5,66.79,80.85,92784,11,Bachelor,0.055,-0.0806,0.7349,224,0.9518,0.2844,Midjourney
Electrician,Energy,23.45,Low,87.74,98.5,66.15,68.06,96.66,78.3,177000,7,High School,0.067,0.1141,0.0702,184,0.4297,0.11,AutoGPT
Teacher,Construction,53.79,Medium,53.97,88.93,89.88,33.96,39.03,41.45,51274,5,Bachelor,0.8001,-0.0268,0.4162,492,0.9057,0.6816,Claude
Business Analyst,Education,28.1,Low,60.44,77.13,78.4,36.2,67.99,50.1,159994,11,High School,0.3568,-0.0876,0.3923,123,0.7509,0.7522,AutoGPT
HR Specialist,Marketing,10.45,Low,34.06,41.15,78.09,31.43,29.59,70.05,64416,6,Master,0.1892,0.1163,0.5434,312,0.9051,0.0254,Midjourney
Mechanic,Marketing,25.09,Low,38.74,18.38,92.72,71.21,26.63,3.11,130434,1,Bachelor,0.8653,0.0275,0.6294,163,0.6451,0.2692,Copilot
HR Specialist,Tech,43.88,Medium,55.91,94.14,98.99,16.16,57.42,89.08,81310,5,Bachelor,0.9833,0.1096,0.947,290,0.157,0.1944,Claude
Customer Support,Manufacturing,49.41,Medium,50.82,53.24,58.13,1.3,97.93,76.98,110758,13,High School,0.8087,0.0386,0.2712,429,0.0604,0.7888,ChatGPT
HR Specialist,Legal,14.85,Low,63.39,85.24,10.89,59.62,45.31,24.94,173435,7,Bachelor,0.7251,-0.0216,0.666,286,0.6271,0.1838,Gemini
Consultant,Finance,32.1,Medium,74.07,34.21,45.91,94.24,93.76,98.12,60628,7,Master,0.001,-0.0676,0.0351,499,0.0584,0.2352,Copilot
Civil Engineer,Legal,85.94,High,61.97,33.53,78.76,60.94,91.44,17.94,99672,3,High School,0.106,0.0093,0.001,451,0.236,0.9868,Claude
Civil Engineer,Legal,91.04,High,67.41,98.55,2.77,78.29,25.38,91.41,76246,5,Bachelor,0.6709,-0.0934,0.0254,308,0.2062,0.7021,ChatGPT
Teacher,Healthcare,53.52,Medium,53.21,52.18,5.69,67.28,40.18,32.45,172233,13,Master,0.4096,0.0506,0.4489,288,0.4271,0.3877,Gemini
Nurse,Legal,49.04,Medium,42.71,14.07,6.72,49.74,64.33,76.31,119110,4,Bachelor,0.0195,0.0069,0.555,74,0.5974,0.7539,Midjourney
Data Analyst,Tech,58.14,Medium,48.54,21.97,73.1,71.84,51.8,45.64,32810,8,Master,0.7409,-0.0646,0.0062,452,0.9112,0.4665,Claude
Mechanic,Education,21.46,Low,46.73,48.19,50.12,82.41,9.6,73.65,101688,7,High School,0.4188,0.0326,0.3964,326,0.9362,0.2127,None
Accountant,Marketing,99.36,High,42.03,4.25,36.89,22.47,99.37,15.58,95548,1,Bachelor,0.6588,0.1002,0.0409,339,0.9824,0.488,AutoGPT
Electrician,Legal,74.53,High,51.71,46.25,10.56,33.61,75.27,26.95,41162,11,Master,0.4683,0.1437,0.6533,98,0.7638,0.772,AutoGPT
Graphic Designer,Legal,23.87,Low,36.01,41.89,73.22,22.37,43.77,9.99,117858,12,Master,0.0265,0.0318,0.6312,95,0.9213,0.1783,Midjourney
Data Analyst,Healthcare,27.21,Low,61.66,77.93,32.1,45.22,61.82,86.51,103535,6,Bachelor,0.6359,-0.0676,0.7842,248,0.7906,0.4855,Copilot
Consultant,Construction,64.84,Medium,44.25,35.49,26.53,88.51,8.76,29.63,168291,6,Bachelor,0.7881,0.1027,0.5463,209,0.9106,0.1193,AutoGPT
Software Engineer,Finance,32.28,Medium,60.77,98.25,65.23,34.52,49.53,69.45,100864,10,Bachelor,0.156,0.0739,0.6229,114,0.1042,0.8427,Gemini
Plumber,Construction,35.53,Medium,49.54,18.08,55.9,37.45,93.08,82.02,164693,13,High School,0.8911,0.1385,0.2794,73,0.9616,0.8188,AutoGPT
Nurse,Finance,78.09,High,78.27,59.1,36.24,86.04,89.66,90.14,148371,13,Master,0.1816,0.0338,0.0855,426,0.2346,0.6735,None
Graphic Designer,Energy,26.69,Low,31.42,8.97,64.15,51.54,33.74,10.63,119792,11,Bachelor,0.4228,-0.0107,0.7373,382,0.5685,0.92,None
Consultant,Legal,70.52,High,60.02,73.39,27.12,53.54,53.14,89.3,96188,0,Bachelor,0.5272,0.1407,0.6119,213,0.5168,0.3999,Gemini
Consultant,Healthcare,93.49,High,85.1,99.48,79.48,86.08,69.74,19.73,111718,0,Master,0.3139,0.0346,0.9383,185,0.5645,0.132,AutoGPT
Software Engineer,Retail,12.41,Low,54.99,81.91,22.93,49.05,34.0,73.69,66558,11,Bachelor,0.5005,-0.096,0.9892,48,0.702,0.9756,Midjourney
Sales Manager,Manufacturing,14.43,Low,43.4,55.57,15.88,68.16,6.49,72.88,158938,3,Bachelor,0.7184,0.0184,0.8473,149,0.5396,0.5131,Midjourney
Business Analyst,Marketing,94.29,High,35.86,48.47,78.24,8.56,50.54,0.85,176731,4,Master,0.7145,-0.0994,0.9856,469,0.6887,0.4755,AutoGPT
Sales Manager,Education,20.35,Low,53.84,83.5,70.79,17.86,60.16,22.06,64413,14,Master,0.9223,0.0844,0.6474,148,0.5344,0.0637,None
Software Engineer,Marketing,2.09,Low,44.87,93.6,18.26,40.44,0.58,49.19,40435,3,Bachelor,0.8621,0.0415,0.0919,57,0.012,0.5704,Copilot
Data Analyst,Education,86.85,High,52.65,98.92,11.62,49.48,9.56,42.0,58067,6,High School,0.9851,-0.0725,0.0898,145,0.6274,0.6447,ChatGPT
Electrician,Energy,28.23,Low,52.32,39.65,83.84,96.57,20.73,91.86,117794,2,High School,0.5954,0.1033,0.8071,316,0.5552,0.4732,None
HR Specialist,Construction,29.84,Low,76.99,99.09,77.66,97.07,34.81,35.97,123823,6,Bachelor,0.4005,0.0341,0.2369,401,0.5858,0.9104,AutoGPT
Software Engineer,Tech,22.69,Low,51.61,15.59,32.73,85.12,54.11,93.7,99224,12,Bachelor,0.2401,-0.0715,0.061,110,0.0016,0.7424,None
Lawyer,Legal,91.77,High,28.77,25.35,65.82,31.56,29.38,45.94,31379,7,Master,0.244,-0.06,0.4723,250,0.4687,0.0386,None
